item_id,item_name,item_category,item_subcategory,item_price,item_rating_avg,item_description,stock_quantity,launch_date
753,Accusantium Accusantium,Mücevher,Nihil,216.64,3.85,Architecto optio corrupti dolores. Minima deleniti possimus quisquam. Ratione dignissimos soluta quas voluptatibus repellat.,420,2025-01-04
754,Neque Nam,Ev & Yaşam,Est,298.87,4.21,Nostrum nam accusamus tempora vero in. Commodi animi pariatur. Nobis libero cupiditate aperiam iure officiis labore veniam.,10,2024-06-29
755,Consequatur Nihil,Gıda,Dolor,810.14,3.94,Debitis inventore sapiente. Laudantium numquam accusamus sit. Repellat porro nesciunt laboriosam dolor.,120,2024-12-26
756,Temporibus Quaerat,Kitap,Porro,973.25,4.43,Amet maiores adipisci commodi. Molestias magni excepturi quod explicabo. Fugiat laborum consequatur porro.,415,2024-10-29
757,Voluptatem Voluptates,Otomotiv,Non,157.12,4.47,"Magnam sunt aliquam. Harum fuga minima modi assumenda. Excepturi exercitationem aliquid aut ex dolores. Repellendus maiores sit.
Temporibus consectetur ipsum. Voluptas dolorem doloremque officia.",565,2024-07-28
758,Tempore Consectetur,Oyuncak,Incidunt,696.54,4.28,"Consequatur animi doloremque earum non molestias rem vitae. Laborum aut reprehenderit blanditiis.
Commodi esse voluptates atque. Soluta harum sunt. Iure dicta ex et veniam.",788,2024-04-27
759,Non Eius,Spor,Ullam,433.69,3.61,"Deserunt repellat neque itaque. Tenetur quis quos distinctio. Quasi eius aliquam dolorem ratione illo libero.
Sunt sint at nihil. Porro provident ea.",296,2024-06-02
760,Adipisci Laborum,Kozmetik,Voluptas,583.9,4.27,"Sint corporis minus. Eum laboriosam temporibus corporis eos ratione. Aut unde dolores iure similique.
Quos aliquam accusantium quod. Aperiam ipsa aspernatur ipsam porro.",896,2024-07-04
761,Veritatis Expedita,Elektronik,Earum,885.85,3.53,Perspiciatis nam sapiente maxime quia suscipit. Architecto earum quasi accusantium. Dolores iure autem cumque architecto.,980,2024-06-06
762,Est Similique,Gıda,Modi,771.39,3.62,Alias rerum accusantium molestiae nulla facere. Facilis amet porro non libero autem porro. Doloremque error eius possimus necessitatibus minus laborum nostrum.,392,2024-11-09
763,Commodi Quos,Mücevher,Temporibus,342.19,4.22,"Adipisci maxime at reprehenderit cum libero quos.
Quisquam libero quia aperiam corrupti sed. A nisi repudiandae vitae quisquam culpa iusto.",105,2024-10-26
764,Ut Doloremque,Elektronik,Esse,137.3,4.23,Vero iure architecto ut ut deleniti dolorem atque. Quis voluptate repudiandae cumque.,163,2024-06-11
765,Nam Odit,Mücevher,Harum,105.85,4.45,"Sit rerum amet libero vitae eaque. Natus voluptatum voluptates iste dicta sed.
Error maxime magnam eveniet autem voluptatum. Recusandae nemo odit enim minima.",835,2024-07-16
766,Distinctio Vero,Giyim,Alias,290.41,3.62,"Rerum quos dolorum hic. Deleniti quas aperiam debitis similique. Dignissimos inventore reiciendis sed quo.
Delectus enim maiores.
Nobis ipsa natus. Nemo quasi expedita expedita magnam.",410,2025-01-20
767,Sed Culpa,Spor,Ratione,891.96,4.24,"Reprehenderit dignissimos ipsa voluptatem sapiente. Aspernatur nemo suscipit.
Nesciunt quae unde eveniet omnis. Rerum eligendi beatae hic sunt sunt ipsam.",951,2024-10-18
768,Sint Neque,Kitap,Vero,507.77,3.64,"Aut aspernatur ad dolores quisquam occaecati enim eius. Accusantium sapiente molestiae. Omnis necessitatibus odit odio placeat.
Laborum at sint est. Ullam distinctio magni illum.",243,2024-08-21
769,Recusandae Fugiat,Gıda,Adipisci,758.1,3.71,Optio tempore porro similique velit illo aspernatur iste. A quibusdam reprehenderit totam fugit.,437,2025-01-11
770,Possimus Necessitatibus,Mücevher,Praesentium,992.59,3.83,Temporibus incidunt aut at sed error quaerat eius. Doloribus tempore amet. Possimus voluptas optio voluptatem porro amet. Reiciendis rerum commodi.,849,2024-08-03
771,Corporis Atque,Kozmetik,Sunt,338.24,4.65,Eum dignissimos deserunt recusandae. Ducimus minima inventore numquam iure ipsa. Optio dolorum nihil minus.,486,2024-11-07
772,Aspernatur Nisi,Ev & Yaşam,Repellendus,257.25,3.77,Voluptas nesciunt fugiat similique. Labore quo impedit nulla exercitationem. Ea minima inventore beatae dignissimos fugit explicabo.,160,2024-08-23
773,Ex Maiores,Spor,Ipsam,755.23,3.85,Culpa praesentium amet animi neque harum. Dolores labore illum laborum porro.,422,2025-01-19
774,Ratione Iure,Spor,Expedita,828.9,4.49,Nisi repudiandae aliquid officia. Minima itaque doloremque ab. Cum animi harum eum animi quas.,440,2024-10-01
775,Dolorum Qui,Kitap,Dolores,358.7,3.54,"Dolor pariatur dolorem eveniet. Magnam ipsam autem iste dignissimos excepturi itaque.
Repellendus quis facere modi. Facere vel fuga mollitia animi. Vitae quas consectetur assumenda aperiam iure.",881,2024-05-04
776,Magni Id,Bahçe,Ratione,920.88,4.43,Animi provident laboriosam rem numquam maxime. Doloribus ipsam laborum esse perspiciatis mollitia distinctio. Cumque facere itaque rerum dolorum placeat corporis ad.,611,2025-02-12
777,Corporis Expedita,Ev & Yaşam,Expedita,333.11,3.64,Laboriosam dolores incidunt fuga.,77,2024-04-13
778,Voluptatibus Repellendus,Mobilya,Aliquam,30.09,4.69,Modi saepe accusamus corrupti. Temporibus necessitatibus asperiores. Architecto iusto voluptatibus.,55,2024-05-29
779,In In,Bahçe,Id,877.45,4.78,"Error doloribus facilis inventore quasi. At doloremque amet veniam vero voluptatibus.
Alias temporibus dicta. Repudiandae reprehenderit perferendis magnam similique. Voluptatum enim dolor reiciendis.",345,2024-11-05
780,Molestiae Ducimus,Spor,Corporis,28.36,3.59,"Unde quod sequi asperiores. Quo odit quos vero id repellendus ut.
Eaque expedita quae placeat harum odio fugit. Omnis consequuntur nulla impedit. Accusamus dolores veritatis soluta eum.",729,2024-04-28
781,Eveniet Adipisci,Gıda,Suscipit,726.13,3.83,Nemo totam expedita repudiandae porro impedit voluptates. Suscipit facilis quae consequatur nostrum qui autem.,385,2024-03-25
782,Cum Similique,Kitap,Magni,256.5,4.8,"Tempore fuga inventore optio omnis quasi reiciendis. Commodi perspiciatis iste accusamus.
Autem voluptas dolor. Repudiandae sed aut occaecati omnis repudiandae. Esse eveniet facere totam eum cumque.",918,2024-06-15
783,Accusantium Eaque,Mobilya,Amet,245.14,4.66,"Quisquam culpa molestiae. Sunt sequi a saepe dolorum.
Mollitia porro voluptatum nihil reprehenderit. Itaque ad perspiciatis alias temporibus tenetur fugiat reiciendis.",910,2025-01-24
784,Vel Accusamus,Kitap,A,48.51,4.3,"Odit distinctio sequi cum assumenda quaerat nobis. Maiores numquam ipsum provident quae doloribus doloremque. Soluta nostrum ea aperiam commodi iste.
Porro sint dignissimos laborum iure facere.",852,2024-03-28
785,Assumenda Hic,Bahçe,Excepturi,750.41,4.55,Atque sapiente autem nesciunt placeat. Adipisci soluta placeat eligendi iusto repudiandae assumenda. Voluptates nulla quasi quam quos.,176,2024-07-08
786,Quas Voluptatum,Ev & Yaşam,Libero,209.35,3.69,"Voluptatum expedita asperiores aliquam. Voluptatem deleniti at adipisci eaque fuga temporibus odit.
Voluptatum voluptate eligendi pariatur nihil. Impedit voluptas eligendi nemo est consequuntur.",489,2025-01-05
787,Veritatis Amet,Ev & Yaşam,Totam,887.74,4.31,"Doloremque occaecati maiores. Aliquid eaque officia itaque iusto sunt eos.
Ad ullam numquam laborum soluta ipsam cumque. Occaecati tempora autem dolorum itaque. Vitae numquam corrupti sint.",520,2024-05-17
788,Doloremque Blanditiis,Mücevher,Recusandae,599.48,4.58,Minus harum cumque nam aliquid necessitatibus sed. Veniam sequi ex eligendi facilis incidunt. Nostrum itaque cupiditate pariatur placeat sed nostrum.,49,2024-05-04
789,Accusantium Atque,Oyuncak,Odit,319.28,3.76,"Est dolores quibusdam maiores. Dolore delectus non incidunt ad fuga expedita.
Libero corporis dolorem hic quo. Corporis natus a.",820,2024-12-27
790,Commodi Natus,Giyim,Id,179.66,4.21,Hic optio optio quae cum. Fugiat consequatur quas.,88,2025-01-11
791,Possimus Consequuntur,Bahçe,Repudiandae,464.94,3.62,Esse itaque commodi dolore culpa quas officia at. Rem incidunt nostrum id. Suscipit voluptate provident autem optio velit distinctio.,727,2024-12-12
792,Veritatis Eaque,Otomotiv,Perspiciatis,746.47,3.91,Eveniet alias dolores totam illo quasi commodi. Debitis voluptas doloribus harum provident cum. Aperiam officia iusto pariatur velit.,172,2024-12-30
793,Vero Ea,Kozmetik,Labore,965.87,4.43,"Deleniti voluptatum corporis cum aperiam iure.
Omnis soluta sint nisi recusandae. Cupiditate porro perspiciatis asperiores nemo iusto. Rerum occaecati corporis. Expedita ex dolor pariatur.",172,2024-07-29
794,Culpa Animi,Elektronik,Quam,146.78,3.99,Maxime neque vitae sapiente distinctio enim. Possimus accusamus aspernatur quam. Sunt magni distinctio tempore.,325,2024-05-10
795,Hic Nobis,Elektronik,Quos,733.48,4.14,"Asperiores tempore rerum quam vero ad. Est temporibus ad qui enim porro dolor. Perferendis placeat quo quam aut.
Recusandae minus ex iusto.",239,2024-06-08
796,Iste Itaque,Mücevher,Reprehenderit,677.05,4.74,Temporibus placeat tempora necessitatibus atque qui laborum nobis. Aut error sapiente sequi tempora aliquid.,815,2024-07-24
797,Eos Quae,Mücevher,Ut,734.41,4.45,Voluptas dolor officia illo. Provident modi sunt adipisci ab recusandae. Dolorem quae eveniet.,570,2025-02-04
798,Similique Voluptates,Ev & Yaşam,Sed,419.17,4.38,"Sint nostrum totam minima quis neque earum. Praesentium placeat optio qui. Similique asperiores qui impedit sapiente consequatur.
Ea quia enim. Porro aliquid minima aliquam omnis a.",484,2024-11-30
799,Repellat Nam,Mücevher,Occaecati,204.2,3.61,Maiores quod est vitae. Eos asperiores odit vel dolorem laborum cupiditate. Eaque quo nam sunt labore odio beatae.,683,2024-04-21
800,Excepturi Ducimus,Otomotiv,Beatae,726.95,4.69,Ipsum nulla ipsam ea distinctio. Qui eveniet deleniti non. Earum natus officiis incidunt aut natus repudiandae. Explicabo sint laboriosam est atque animi.,268,2024-06-25
801,Voluptatem Enim,Spor,Expedita,497.91,3.92,"Repellendus tempore ea provident enim dolore officiis totam. Consequatur perspiciatis vero sed magni. Tenetur non perferendis placeat nostrum facere corrupti.
Praesentium laborum fugiat nemo in.",833,2024-07-09
802,Quia Provident,Mobilya,Consequatur,700.32,3.75,Quibusdam nisi quam. Consectetur maxime laboriosam saepe earum quaerat voluptatibus. Quaerat fugit recusandae consequatur repudiandae.,19,2025-02-14
803,Repudiandae Sit,Kitap,Ab,662.02,4.18,Quibusdam in qui provident quaerat eaque sapiente. Saepe dignissimos delectus voluptate minima. Quo vitae architecto libero totam tempora earum.,793,2024-12-10
804,Perspiciatis Eaque,Elektronik,Voluptatum,359.9,3.75,Ullam corporis corporis dolorem quia odio incidunt. Quae repellat voluptatum. Soluta nobis inventore eaque eos aliquam eligendi.,679,2025-01-02
805,Reiciendis Quibusdam,Oyuncak,Quas,370.19,3.75,"Minima itaque natus minus commodi ipsa quasi. Veritatis delectus ea maxime.
Dolor adipisci hic alias dignissimos doloribus. Sapiente labore minus culpa.",598,2024-10-28
806,Perferendis Eligendi,Kitap,Placeat,214.89,4.55,Possimus recusandae quibusdam dignissimos magnam iusto. Sed modi porro velit voluptas. Voluptate quas velit fuga numquam provident.,276,2024-06-17
807,Quos Aliquam,Spor,Eaque,152.57,4.09,"Delectus autem nobis non velit tempora. Dignissimos minus nihil. Molestiae consectetur provident.
Molestias enim quia iste.
Veritatis rerum tenetur. Sit nemo cum.",878,2025-02-25
808,Tempore Eum,Kitap,Inventore,67.7,3.72,Quisquam laudantium provident repellat. Minima maxime asperiores repellat. Perferendis laboriosam natus dolorum dicta animi esse.,347,2024-05-27
809,Quidem Ut,Giyim,Consequuntur,819.89,4.23,"Reiciendis voluptatem corrupti eos minus. Ea eius sint eius. Vitae non incidunt. Cumque atque doloribus laborum.
Amet saepe molestiae ducimus.",947,2024-12-29
810,Nemo Atque,Spor,Culpa,698.9,4.26,"Earum quia eveniet nam recusandae ullam molestias.
Explicabo ex doloremque libero distinctio repellat nisi. Reiciendis molestias veniam adipisci ipsa iure est. Nostrum nemo placeat facere autem.",275,2024-06-14
811,Maxime Laboriosam,Spor,Deleniti,76.88,4.05,"Recusandae libero illum nam consequatur. Iure dolorem saepe. Dicta natus amet officiis.
Natus accusamus fugit quos. Dolores suscipit veritatis recusandae magnam pariatur.",865,2024-10-10
812,Recusandae Error,Spor,Sint,74.19,3.56,"Eveniet consequatur quis laboriosam accusantium. Quo labore dolores voluptatem explicabo voluptatum autem quam.
Dolorem maiores animi provident commodi doloribus. Dolores dolor placeat.",815,2024-11-09
813,Non Dolore,Gıda,Dicta,645.0,4.13,"Voluptatum consequuntur sint itaque.
Quaerat quidem occaecati officiis ut. Quasi deleniti assumenda suscipit dolorum adipisci. Dignissimos consequuntur placeat error.
Fuga vel temporibus vero fugit.",810,2024-05-10
814,Doloremque Veniam,Mobilya,Quaerat,848.63,4.79,Nam dolor dignissimos impedit illum. Odit hic molestias totam tenetur odit molestiae natus. Dolorem nisi rerum repellat. Delectus iure animi quisquam necessitatibus.,913,2024-11-19
815,Maxime Sapiente,Giyim,Nobis,204.96,3.65,"Commodi earum quaerat cupiditate consectetur. Facilis dolores repellat esse autem facilis. Facere aliquam modi iusto.
Quae ad nisi voluptas. Repellendus doloribus nostrum illo omnis.",978,2024-09-04
816,Possimus Reiciendis,Oyuncak,Similique,316.9,4.69,"Temporibus ut maxime quaerat nihil. Iste exercitationem itaque eaque. Eos dolor sunt.
Voluptates optio voluptatibus necessitatibus aliquam. Aperiam ratione doloremque quod. Culpa repudiandae soluta.",533,2024-11-24
817,Quam Est,Spor,Repellat,313.4,4.23,"Tempore nisi reiciendis nulla. Minus cumque fugiat recusandae architecto. Illum repellat natus eveniet.
Quod suscipit adipisci nihil natus. Laboriosam ipsum alias nisi facere repudiandae.",105,2024-11-18
818,Aliquid Blanditiis,Mobilya,Eaque,286.93,4.76,"Ea at totam eligendi ad non mollitia. Quos rerum sed fugit pariatur nesciunt sapiente. Nam debitis quisquam.
Animi nam est praesentium est blanditiis distinctio.",3,2024-12-26
819,Vitae Exercitationem,Kozmetik,Velit,389.73,4.54,"Nisi illum ea odit. Quis eum voluptas rerum cumque.
Ipsa eum sapiente corrupti aliquid repellendus. Expedita neque vitae quam velit ut.",287,2024-12-06
820,Sapiente Reprehenderit,Giyim,Aliquid,591.45,3.89,Neque itaque commodi sint. Itaque architecto laudantium dolorem labore pariatur. Veritatis accusantium magni dolores voluptatibus sint id voluptatum.,187,2024-04-10
821,Tenetur Soluta,Giyim,A,976.56,4.01,Fugiat consequatur at cum aspernatur quae aliquam.,626,2024-12-16
822,Explicabo Impedit,Giyim,Sed,419.04,4.19,Animi porro deserunt amet tenetur cum in. Modi vero reprehenderit quaerat quam et fugit assumenda. Praesentium quaerat numquam ducimus.,664,2025-01-21
823,Ipsum Aperiam,Giyim,Deserunt,259.04,3.51,Quisquam corrupti quod optio consequatur eligendi temporibus harum. Consequatur dolorem corrupti optio illum temporibus. Accusamus dolorum nisi nostrum dolore enim ex.,688,2025-02-13
824,Ducimus Debitis,Elektronik,Possimus,251.91,3.6,Vel similique voluptates accusantium debitis reiciendis. Eos velit molestias ad libero. Earum ipsum itaque quos optio accusamus vel.,777,2024-07-06
825,Cum Vero,Gıda,Natus,511.3,3.88,At recusandae quibusdam laborum in. Necessitatibus quos perferendis voluptatibus quisquam ex modi.,431,2024-07-01
826,Sapiente Iure,Giyim,Eaque,559.03,4.64,Aut repellendus libero dolorem. Sunt earum numquam aliquam omnis ullam molestiae aliquid. Natus explicabo beatae veritatis alias recusandae.,367,2024-07-02
827,Eligendi Distinctio,Bahçe,Porro,532.81,3.8,Totam doloribus nesciunt. Inventore perspiciatis qui fugit sequi.,266,2024-09-12
828,Odio Ratione,Giyim,Tempore,154.8,3.78,"Quam ad quas cumque quo excepturi praesentium facilis. Quas vitae ex facere delectus.
Voluptatem ab eum optio neque id.",54,2024-10-14
829,Aliquam Est,Gıda,Beatae,918.32,4.7,Tempore aspernatur cupiditate consequatur ex. Magnam nobis tempore assumenda nam. Vero quasi aliquid enim quae. Enim nisi corrupti nulla voluptatibus accusantium.,45,2024-08-12
830,Sint Tempora,Kozmetik,Pariatur,285.35,4.74,Eos est animi cumque. Ipsam vero veniam animi omnis autem repellat enim. Facere occaecati at iusto alias possimus nemo voluptatibus.,502,2024-07-28
831,Quia Necessitatibus,Ev & Yaşam,Dolore,801.45,3.99,Neque veritatis minima perspiciatis veritatis deleniti consequuntur. Eligendi ullam nostrum voluptas esse sunt nulla commodi. Non animi rerum.,784,2025-02-23
832,Nihil Libero,Ev & Yaşam,Laudantium,817.47,4.48,"Pariatur officia ex totam ex.
Ratione eligendi expedita rem quaerat voluptas facilis. Impedit excepturi numquam.",684,2024-06-02
833,Qui Aspernatur,Mücevher,Dolorem,57.17,3.94,Quos adipisci nulla quo nam. Consequuntur qui reprehenderit minima. Fugit minus vel. Accusamus voluptatum deleniti vel blanditiis nemo mollitia.,939,2024-11-02
834,Provident Perspiciatis,Mücevher,Alias,392.83,3.85,Voluptate saepe porro cumque. Sint mollitia ipsum aut aliquid suscipit veritatis. Cum ipsam blanditiis. Velit minus officiis maiores quod.,306,2024-08-04
835,Animi Eaque,Otomotiv,At,85.85,3.68,"Aut nemo ad neque asperiores. Similique laboriosam ab hic tempora. Aliquam commodi praesentium aspernatur quo.
Esse consequuntur suscipit veniam ea excepturi odio. Eos molestiae modi exercitationem.",205,2024-12-14
836,Vel Ratione,Bahçe,Eligendi,46.18,4.17,"Quisquam recusandae vero quo. Amet est sunt commodi. Laboriosam nulla nihil ipsam cumque.
Numquam eos blanditiis magnam deleniti.",33,2024-06-03
837,Eum Possimus,Ev & Yaşam,Sint,85.97,4.75,Consequuntur architecto ea error nemo. Alias quis illo quia fuga animi ipsam. Itaque tenetur hic minima.,264,2025-02-19
838,Laboriosam Unde,Giyim,Laboriosam,448.62,4.51,"Et et quos sapiente autem. Architecto amet temporibus. Natus magnam facilis inventore aliquam alias.
Deleniti mollitia impedit perspiciatis perferendis.",927,2024-08-31
839,Ea Delectus,Spor,Ipsa,188.66,4.37,"Omnis dolor illo nisi modi ipsa dolorum temporibus.
Blanditiis maxime enim autem deserunt veniam ex.",188,2024-04-02
840,Repudiandae Rerum,Elektronik,Eligendi,48.47,4.44,Illum architecto fugit necessitatibus eligendi. Voluptatem illo sunt doloremque ipsam dolor. Expedita amet laborum facilis fuga.,311,2024-04-30
841,Soluta Nemo,Mobilya,Aliquam,332.48,4.23,"Necessitatibus ab quis eum. Est commodi dolores beatae earum dolor.
Amet error quo quis. Cumque aliquam quidem magni sit hic quam veniam.",391,2024-05-27
842,Deleniti Voluptate,Elektronik,Quisquam,538.93,4.76,Perspiciatis in expedita quaerat iusto. Ad ex consequatur nobis recusandae numquam vero. Distinctio mollitia velit voluptatibus.,947,2024-04-17
843,Sapiente Eaque,Elektronik,Blanditiis,964.77,4.19,"Minus consequatur vel dignissimos. Amet aut atque voluptatum.
Officia pariatur fugit vero.",967,2024-06-09
844,Quisquam Nihil,Otomotiv,Quae,890.38,4.38,Voluptates in suscipit error voluptates. Rerum est repellendus. Eum vero culpa voluptate labore laborum.,425,2025-02-27
845,Laboriosam Voluptatibus,Elektronik,Veniam,338.02,4.37,"Occaecati quis quo tenetur illo consequuntur. Tenetur debitis a quae pariatur nemo ea expedita. Exercitationem praesentium vitae tempora magni.
Non quas quas quas voluptatum mollitia quas.",776,2025-01-11
846,Necessitatibus Tenetur,Elektronik,Quae,239.02,4.3,"Totam cum odit asperiores laborum beatae consequuntur. Nostrum illo eos omnis.
Voluptatibus similique unde nihil. Voluptates consequatur libero.",573,2024-06-04
847,Maxime Eum,Otomotiv,Placeat,791.64,4.62,"Dolores reiciendis illum. Illum omnis voluptatem aut ut reprehenderit.
Impedit aliquid rem sunt. Quaerat autem dicta. Recusandae dignissimos vel neque facere architecto.",834,2025-01-18
848,Ea Incidunt,Oyuncak,Fugiat,98.08,4.68,"Soluta vero voluptatem est beatae nulla odio. Eum velit quae mollitia animi.
Cum ipsam cumque. Unde totam dignissimos cumque excepturi. Amet dolorem sapiente cum alias.",789,2024-11-25
849,Eveniet Ad,Mücevher,Et,294.12,4.06,Voluptate modi labore dolore et distinctio omnis. Minima corporis tenetur suscipit. Modi non illo possimus hic.,115,2024-07-08
850,Ea Pariatur,Giyim,Quas,687.17,4.65,Suscipit sapiente omnis aliquam nisi. Repellendus sunt odit commodi consequuntur laudantium optio. Ducimus nostrum aut distinctio odit a nostrum.,299,2024-11-27
851,Blanditiis Quibusdam,Spor,Quos,736.57,3.65,"Nam fugiat maxime. Facilis dignissimos totam voluptates modi quasi. Rem laborum ipsa modi eos.
Natus rerum consequatur iste ad aliquam. Quisquam tempora inventore quam.",903,2024-03-29
852,Officiis Natus,Elektronik,Dolorem,504.41,4.13,Porro rerum voluptatibus delectus saepe optio. Voluptatum veritatis quibusdam tempore saepe. Similique sunt vitae minus voluptatum similique provident ex.,434,2025-03-10
853,Illum Amet,Otomotiv,Laboriosam,557.92,4.68,Quos id suscipit quis quae id quod. Eaque earum cumque commodi odio minus suscipit.,560,2024-04-18
854,Sapiente Porro,Mobilya,Quasi,721.34,4.78,"Hic aperiam occaecati ipsum iste quam. Aut minus unde molestias libero. Dolores dignissimos dignissimos laudantium.
Aspernatur dolor voluptate. Aliquam animi quas qui.",38,2024-11-11
855,Praesentium Ipsam,Elektronik,Perspiciatis,751.44,4.43,Repellendus tenetur asperiores suscipit possimus quaerat. Minima consectetur quidem autem cumque debitis minus sint. Ab maxime porro sit.,564,2024-07-06
856,Molestias Omnis,Spor,Quaerat,996.13,3.78,"Iusto accusamus esse quisquam ipsam. Saepe enim facere occaecati.
Est sunt labore est. Quisquam quaerat aliquid velit.
Nemo architecto mollitia. Modi similique sed saepe sequi explicabo.",715,2025-02-04
857,Provident Dolor,Kozmetik,Saepe,332.27,3.9,Repudiandae laboriosam dolore neque cupiditate. Cumque cum dolor sit. Eveniet neque modi mollitia quidem quibusdam veritatis delectus.,30,2024-05-20
858,Laborum Dolores,Mücevher,Eos,549.72,4.16,Modi aut veniam voluptatibus aliquid perspiciatis. Facilis ratione fuga laudantium facilis. Amet amet quod numquam facilis quia fuga consequatur.,609,2024-08-23
859,Cupiditate Consequatur,Bahçe,Suscipit,889.33,4.28,"Quo sunt itaque unde officia impedit. Aspernatur occaecati cupiditate voluptatum. Repudiandae eligendi ducimus doloribus.
Debitis laborum hic. Est sapiente culpa asperiores.
Suscipit ipsa maxime.",297,2024-10-30
860,Saepe Doloribus,Kozmetik,Quos,897.72,3.74,Officiis voluptas atque. Similique optio numquam nam quam quae error. Corrupti odio accusantium aspernatur laborum earum excepturi.,706,2024-07-21
861,Aliquam Eveniet,Gıda,Consequatur,772.4,3.91,Ipsam reprehenderit a nostrum. Tempore odit ratione possimus corrupti quae vel.,303,2024-06-06
862,Aliquam Accusamus,Gıda,Magnam,376.28,4.47,Harum aperiam iste dignissimos aperiam nemo neque alias. Eligendi minus nemo quisquam placeat iure molestias. Autem at nesciunt repudiandae nobis nam.,386,2024-12-11
863,Adipisci Saepe,Elektronik,Molestiae,790.77,3.65,Aut porro magni ipsa ea earum. Id iste voluptatibus excepturi ullam. Fuga eveniet earum debitis numquam. Repudiandae assumenda reiciendis harum ex unde.,96,2025-03-07
864,Necessitatibus Veniam,Mobilya,Ipsam,17.83,4.15,"Eaque voluptas soluta fugiat aliquam odit totam corporis. Nihil eligendi labore.
Quae et quasi ad iste labore. Tenetur quibusdam quo deleniti.",606,2025-01-15
865,Modi Quia,Bahçe,Molestiae,92.65,4.64,"Velit quod ullam inventore. Tempora nobis blanditiis.
Hic harum enim commodi quaerat. Natus minus culpa quisquam. Repellendus maxime dolor corrupti.",874,2024-07-18
866,A Voluptates,Mobilya,Quisquam,272.92,4.54,Quae ea atque impedit. Expedita tenetur ipsum maxime tempore quis possimus. Sapiente quibusdam impedit distinctio repellendus.,70,2024-04-30
867,Quis Rerum,Bahçe,Cupiditate,528.21,4.21,Ipsum quam et. Mollitia voluptate eaque. Sapiente veniam repellendus.,414,2024-10-21
868,Corporis Perferendis,Otomotiv,Fuga,843.58,3.97,Voluptates ipsa id quaerat ad. Fugit dolor est consequuntur aliquid provident corporis.,624,2024-05-03
869,Mollitia Deserunt,Elektronik,Recusandae,531.24,4.62,Minus accusamus ipsam porro non totam ab. Consequatur expedita iste consequatur. Necessitatibus illum voluptas mollitia.,979,2024-05-05
870,Eligendi Facilis,Kitap,Iste,425.49,4.72,"Ullam architecto sit sequi. Minima dignissimos in magnam inventore.
Quas eaque adipisci voluptatibus dicta. Perferendis animi deserunt quod error.",578,2024-12-25
871,Temporibus Eius,Gıda,Veniam,978.21,3.99,Natus laudantium voluptatibus corporis. Ullam quod facilis.,231,2024-09-20
872,Corrupti Quasi,Mücevher,Aliquid,824.31,3.86,"At optio voluptatibus illum. Molestiae nam cumque est iste.
Laudantium ex minima rem sequi tempore alias.",583,2024-06-29
873,Soluta Rem,Spor,Adipisci,159.6,3.89,Assumenda molestias adipisci. Ex vero saepe accusamus est. Minus hic commodi doloremque voluptatibus.,969,2024-04-12
874,Itaque Quae,Oyuncak,Atque,947.36,4.09,Ab sunt non vero quae itaque. Voluptatem quibusdam delectus. Mollitia aperiam iure maxime dolor.,101,2024-10-07
875,Natus Accusamus,Otomotiv,Sed,440.99,4.07,Numquam laborum tempore recusandae nihil. Quidem veniam cupiditate inventore omnis quas corrupti.,937,2024-11-09
876,Ipsa Id,Mücevher,Quaerat,19.35,3.83,Dolorum fuga repudiandae inventore porro. Ut quidem sapiente ullam consequuntur.,398,2024-09-20
877,Unde Accusamus,Elektronik,Laboriosam,375.27,4.45,"Vel ducimus delectus officiis minus error adipisci tempora. Placeat nostrum sint nisi nesciunt cumque suscipit.
Asperiores deserunt delectus deleniti veritatis aperiam.",659,2024-07-28
878,Molestias Vitae,Gıda,Asperiores,746.46,4.06,"Iure officiis beatae accusantium. Unde iste nemo minus.
Dolores optio dolorem blanditiis dolor incidunt. Omnis alias architecto voluptas perferendis perferendis sequi.",952,2025-03-06
879,Fugit Voluptas,Ev & Yaşam,Corrupti,891.47,4.12,Id pariatur est ipsa hic rem enim. A dicta maiores corporis aperiam atque necessitatibus.,926,2024-11-21
880,Ratione Expedita,Spor,Doloremque,224.0,3.71,Animi est veritatis fugit. Maiores explicabo accusantium ducimus. Laudantium officiis iusto quibusdam veniam.,491,2024-05-16
881,Aperiam Fugiat,Giyim,Facere,801.11,4.01,Blanditiis voluptas commodi expedita. Corporis tenetur ex minus voluptatibus doloribus ullam.,932,2024-05-18
882,Odit Consequatur,Otomotiv,Facilis,699.11,4.78,Explicabo corrupti error iusto iure dolore totam. Inventore a magnam reiciendis alias dolor praesentium.,275,2024-07-16
883,Eius Molestiae,Gıda,Totam,771.73,3.94,At sed doloremque libero architecto. Atque tempore itaque ratione ipsam quos praesentium eligendi. Enim enim iste eaque.,640,2024-12-16
884,Minima Numquam,Mobilya,Pariatur,27.08,4.42,"A voluptatem ipsa nam fuga saepe. Voluptatum nemo autem repellendus iusto. Dolorum odio aliquam voluptatibus.
Dolores provident omnis. Non possimus animi doloremque officia assumenda fugit.",972,2024-07-01
885,Ad Laboriosam,Bahçe,Soluta,14.71,3.72,"Unde maxime fugit cumque. Atque necessitatibus explicabo quaerat. Maxime necessitatibus eius sint amet.
Eius quidem consequatur dignissimos doloremque quisquam.",812,2024-09-02
